7.770599995637895e-05,True
7.659600032638991e-05,True
8.883200007403502e-05,True
4.751999995278311e-05,True
4.708900041805464e-05,True
6.592699992324924e-05,True
7.154499962780392e-05,True
6.507299985969439e-05,True
7.672300034755608e-05,True
8.194800011551706e-05,True
9.484900010647834e-05,True
0.00011338000012983684,True
8.022200017876457e-05,True
7.687199968131608e-05,True
0.00010482800007594051,True
7.248100018841797e-05,True
6.80790003571019e-05,True
8.367899999939254e-05,True
8.090200026344974e-05,True
8.211700014726375e-05,True
8.463800031677238e-05,True
9.42199999371951e-05,True
6.086100029278896e-05,True
5.0630000259843655e-05,True
4.9824000143416924e-05,True
5.2983999921707436e-05,True
4.668099973059725e-05,True
4.7995000386436004e-05,True
6.401900009223027e-05,True
4.8363000132667366e-05,True
7.121499993445468e-05,True
5.5080000038287835e-05,True
4.718099989986513e-05,True
5.006099991078372e-05,True
4.688099988925387e-05,True
4.4054000227333745e-05,True
4.294199970900081e-05,True
4.589400032273261e-05,True
4.6271999963209964e-05,True
4.5743000100628706e-05,True
4.922599964629626e-05,True
7.292500004041358e-05,True
5.23419998899044e-05,True
4.7745999836479314e-05,True
4.6072000259300694e-05,True
4.361199989943998e-05,True
4.494299992074957e-05,True
4.4086000343668275e-05,True
4.4505000005301554e-05,True
4.573999967760756e-05,True
