28.07459139399998,0.95
26.038875831999974,0.95
26.24827458599998,0.97
24.465490425999974,0.95
25.525745794999978,0.96
25.828148931000044,0.96
26.267700067000078,0.95
26.755410068999936,0.95
25.294949132999932,0.94
28.759153626000057,0.96
24.743878082000037,0.96
26.579434849999984,0.96
25.496523562999982,0.95
26.800276462999932,0.93
27.10974424599999,0.96
26.407990151000035,0.97
27.570904069999983,0.97
26.054496128999972,0.95
25.880602169999975,0.94
27.18066494300001,0.93
28.092517687000054,0.94
26.590234638000084,0.94
25.748926616000062,0.96
26.023364257000026,0.95
25.933979625999996,0.96
24.906745384000033,0.97
26.28156704800017,0.95
26.331706521000115,0.95
25.114539682999975,0.94
30.141912407999826,0.95
28.00617936499998,0.96
27.695477478000157,0.95
26.678783920999876,0.94
25.478936604999944,0.95
27.57000425299998,0.95
27.859114885000054,0.93
28.52009314599991,0.97
27.378481042999965,0.96
25.464600189000066,0.94
25.350330616000065,0.94
26.258929543000022,0.97
26.303796508000005,0.94
24.340108811999926,0.95
25.47006083700012,0.94
25.18811104700012,0.94
25.372377359999973,0.95
26.235465780999903,0.95
26.069689841000127,0.95
25.36007031300005,0.95
25.43460888000004,0.96
